"AS" "TDC" "CPR" "LAMT" "SLS" "STR" "SDG" "T16H1" "T16H2" "16OMT" "T3O" "T3R" "NMT" "D4H" "DAT" "PRX1" "TPT2" "GBF1A" "GBF2A" "ORCA2" "ORCA3" "ORCA4" "ORCA5" "ZCT1" "ZCT2" "ZCT3" "WRKY1" "MYC2" "HYS" "GS" "TAT" "TEX1" "TEX2" "THAS" "T19H" "MAT" "ORCA6" "10-HG0" "IO" "7-DLGT" "7-DLH" "IRS" "GES" "G10H" "BIS1" "BIS2" "BIS3" "GATA1"
"TAT" 0.993201535649728 0.860438284439881 0.44014589949097 0.874871724870189 0.851481349675168 0.925853198508252 0.679914851449887 -0.271653731067082 -0.66767601662268 -0.508176169083808 -0.528654643303122 -0.528581772942886 -0.67460607117898 -0.461006977468552 -0.572367866394964 -0.40113739825647 -0.987140828805186 0.73836297931968 0.578402234634049 0.986397213362827 0.997949220664189 0.786624406321634 0.99989572724408 0.967906134673449 0.644414392123396 0.955427982001636 0.955487860371599 0.992830962977572 0.631410444373688 0.909164094789784 1 0.167840533499331 0.963571635010135 0.997399999029619 0.999573377340715 0.999874144907443 0.998993819857358 -0.223441866197572 -0.157793221754751 0.1899814662019 0.286483813340805 -0.151794988772886 -0.270807798708106 -0.252792767144969 -0.24580748492858 -0.120391866060708 0.244651193804836 -0.26268154192498
"TEX1" 0.128685863303323 -0.225196123270923 0.820268266270566 -0.217827940887652 -0.216766627305092 -0.130478560869863 -0.464119795923666 0.900712108546635 0.386968016112879 -0.500440877703944 -0.618146037741812 -0.720359115230861 -0.648742339931997 -0.663672819562637 -0.439660620520692 0.831012472772556 -0.0345374367955664 0.687549786475341 0.138369209717417 0.327183827498734 0.118466559425836 -0.422175166605371 0.180261577793148 0.402923061451272 0.861204358763214 0.367493903239952 -0.0616559839934681 0.106174476582909 0.0800906302598029 0.193217939994906 0.167840533499331 1 0.124036138171185 0.122098668210354 0.156413442699897 0.170692478231531 0.211756614105038 -0.294070623877506 -0.498030572442648 -0.40501287621706 -0.381126331834509 -0.449975227798751 -0.400501665462457 -0.49299749254723 -0.412302355638496 -0.381225276218423 -0.282903829240919 -0.422718877350687
"TEX2" 0.961510217137953 0.826794047738869 0.521616323120462 0.805651888938887 0.769760848120302 0.900317125602345 0.662841691527363 -0.316001665549556 -0.788793880795746 -0.59005497621725 -0.56500577029506 -0.614836452948009 -0.751663270539827 -0.595723722398482 -0.712655985713231 -0.445934107529695 -0.941077486426713 0.783695733624802 0.771313261483878 0.944045870417904 0.953449587414832 0.712250102701042 0.961413932676665 0.939323923566283 0.583026558605336 0.967192865820492 0.965333818980705 0.985035311071118 0.814542576740833 0.980090362240367 0.963571635010135 0.124036138171185 1 0.960265391707455 0.965291117667356 0.959509712842734 0.961249668464205 0.0431898650098943 0.0949053348546221 0.429920641110102 0.515732882082877 0.105526179266109 -0.0108702957728083 -0.000432535133209667 0.013888749621072 0.142238644636152 0.489720726197901 -0.345355945102877
"THAS" 0.998252560883356 0.894585523869392 0.403380972209623 0.904857496993576 0.884067612155064 0.950108798547128 0.729503134770231 -0.313388674690792 -0.670029503310417 -0.449966445520709 -0.467510876374693 -0.478672817746987 -0.633047889386622 -0.424976692390428 -0.529834641473045 -0.440630987881412 -0.994934771842324 0.708916910655181 0.568195974672487 0.975656735277808 0.998746463883421 0.811417601254679 0.996569560619277 0.953652198290907 0.608580024944289 0.942463867059155 0.969326666704951 0.993718663841301 0.624030067202047 0.907163719708154 0.997399999029619 0.122098668210354 0.960265391707455 1 0.996017199035509 0.997598736068362 0.994498501905629 -0.2214439972869 -0.143278963788963 0.207709284929454 0.305018171162655 -0.138332941469123 -0.262446123680619 -0.238374823282865 -0.235098592683886 -0.112311787320357 0.251329095230019 -0.197393341053505
"T19H" 0.990446829080266 0.855143467870892 0.432478549637369 0.871135936486168 0.846286831212383 0.922418895075368 0.674645610353504 -0.283511383855591 -0.68321327212608 -0.52179168633016 -0.539488803421574 -0.530951924325015 -0.675959512675594 -0.458705467720141 -0.58121580561269 -0.412268390540451 -0.986124763484509 0.732690207169366 0.582352016008258 0.984392563088076 0.997501364746488 0.791835501799754 0.9993831443496 0.965042134673427 0.634830243068146 0.953359300476189 0.955067881520635 0.992978348664732 0.636132484708039 0.907933724223283 0.999573377340715 0.156413442699897 0.965291117667356 0.996017199035509 1 0.999169778899813 0.997979908018711 -0.213652148221852 -0.146924000005329 0.197571654396154 0.29322154250433 -0.141985025783539 -0.260716021760378 -0.242450851484938 -0.236333919558553 -0.110160715603258 0.253666960252678 -0.281256627402197
"MAT" 0.993435738282949 0.862122840387601 0.435790614879684 0.877923542902935 0.855514246995003 0.926459707697173 0.681467773857743 -0.26775299162264 -0.657673132170164 -0.499426399453152 -0.522548957606818 -0.521749272736732 -0.668309928894978 -0.453038282570568 -0.561788755475621 -0.397040860702185 -0.987852469624391 0.735027094520222 0.566786354289265 0.986690203801208 0.998306568564107 0.788405459639831 0.999870975719272 0.96762675758102 0.647102491277774 0.953060708701002 0.953518237361659 0.991275470266082 0.620101998197948 0.904049048403563 0.999874144907443 0.170692478231531 0.959509712842734 0.997598736068362 0.999169778899813 1 0.998997044195296 -0.237911778837564 -0.171613876727024 0.176766823728139 0.273779699505197 -0.165692385835571 -0.284765848938076 -0.266320274802093 -0.259640867584432 -0.13480756076372 0.23057834549706 -0.253336350035606
"ORCA6" 0.990833515848905 0.843778122726232 0.474422531194026 0.857949189302032 0.834872103201677 0.912692869279419 0.654285199727542 -0.228483761332015 -0.644179138575974 -0.525194184782414 -0.550685288614901 -0.556548466597922 -0.698252890174875 -0.48796292442046 -0.58720455217053 -0.360082406061095 -0.980331474986788 0.763791850668048 0.580854895807016 0.992698938488631 0.994711882789412 0.760267236807313 0.999434238347801 0.977925480464232 0.677917748591528 0.96420796439098 0.945053963710418 0.989313175888401 0.630677870220671 0.910979138733056 0.998993819857358 0.211756614105038 0.961249668464205 0.994498501905629 0.997979908018711 0.998997044195296 1 -0.233672115683108 -0.177832394069241 0.171499822911811 0.268285221292688 -0.169592145100945 -0.28545162898407 -0.271769999695167 -0.261106790906723 -0.135410440085987 0.230998463692282 -0.277684463463081
"10-HG0" -0.204130342141938 -0.162809701975932 0.151277564856493 -0.288444918087976 -0.332341020382832 -0.148184087429102 -0.0632575915238165 -0.251869054442432 -0.436978086883262 -0.206441272284494 -0.0280915631054102 -0.183347590286359 -0.147163083213521 -0.360852642901527 -0.409430210537209 -0.234906202890131 0.241642274166871 0.0188925322766227 0.624026284464879 -0.26328723189861 -0.246043319558154 -0.267150609133195 -0.232188140384993 -0.223018652090352 -0.37399417187504 -0.0750583742587025 -0.03061999267614 -0.11434468430583 0.593108259512234 0.157775698225169 -0.223441866197572 -0.294070623877506 0.0431898650098943 -0.2214439972869 -0.213652148221852 -0.237911778837564 -0.233672115683108 1 0.970618065866155 0.885365251528155 0.836807435615472 0.979812342132421 0.992577384446712 0.975458261108868 0.990567562087077 0.988652129723906 0.886703444890017 -0.241819209742243
"IO" -0.127498597973015 -0.00780368483977595 -0.0183519115246554 -0.127048875732647 -0.168362737944531 -0.01475592243225 0.128957103037057 -0.473386884652127 -0.545970348334044 -0.0933146317798409 0.0968884681354971 -0.0321290758198709 -0.0315305708162753 -0.211247254573112 -0.30939083136845 -0.452701962301402 0.141121282679894 -0.0825905016305215 0.592409779456366 -0.2346619978759 -0.166352904908492 -0.0747878078875889 -0.168983526304371 -0.217174251209644 -0.49539154960665 -0.0728882447949987 0.0757259156018963 -0.0421369043584948 0.582440549635273 0.182476761920559 -0.157793221754751 -0.498030572442648 0.0949053348546221 -0.143278963788963 -0.146924000005329 -0.171613876727024 -0.177832394069241 0.970618065866155 1 0.933309173267883 0.892092640582243 0.998198029974749 0.986124020978257 0.995151287987814 0.990362997167418 0.991219552377338 0.906601008556048 -0.117027222298355
"7-DLGT" 0.228159661285683 0.313831032129215 0.170925207258395 0.189166656255482 0.144093196337908 0.322577308933147 0.39068726278016 -0.532438140734494 -0.734451764078793 -0.222558028788174 -0.0447111378232857 -0.213061192909696 -0.267364593199128 -0.393391948886296 -0.487729174022492 -0.559757315667796 -0.204375273371962 0.200194357393986 0.801005079750657 0.112891066710367 0.180210977462861 0.175012516255545 0.17877550291354 0.128408958679763 -0.243372152833423 0.270009115305036 0.414846100605476 0.304550134207616 0.805826000060853 0.51382218562453 0.1899814662019 -0.40501287621706 0.429920641110102 0.207709284929454 0.197571654396154 0.176766823728139 0.171499822911811 0.885365251528155 0.933309173267883 1 0.994748717075829 0.938097744491938 0.882994956893929 0.89713320481294 0.898585609185276 0.940564769110033 0.986434440208542 -0.140527625956325
"7-DLH" 0.325737351331341 0.402804152209935 0.208374567622608 0.280978611317934 0.235872353396371 0.415104682071696 0.462474243280516 -0.549040956234708 -0.776880197467099 -0.25047457861513 -0.0798474065912505 -0.250717841907467 -0.320647218157854 -0.424974894805711 -0.521286444458641 -0.588774857791041 -0.301529217120886 0.267525383884976 0.83641781528663 0.209122249359081 0.277401809947063 0.252568789520295 0.275441200352798 0.222168641792256 -0.174126321964834 0.358946456257152 0.504600587788023 0.397952013949324 0.846634238857075 0.593897890934664 0.286483813340805 -0.381126331834509 0.515732882082877 0.305018171162655 0.29322154250433 0.273779699505197 0.268285221292688 0.836807435615472 0.892092640582243 0.994748717075829 1 0.897724012392551 0.830757068864681 0.847412912269049 0.849279347311146 0.90206303387792 0.984187331882888 -0.141594496974842
"IRS" -0.120296462149349 -0.0134280364839729 0.0342295304374274 -0.138084176654826 -0.179474859866215 -0.0171181276449716 0.114821851212582 -0.430387821669688 -0.530982594771065 -0.111947229366045 0.0759836568231845 -0.0715261363700212 -0.0682873274911799 -0.258440199863091 -0.337312403837438 -0.41374569758954 0.141264080688067 -0.0409008732274596 0.618899327757326 -0.22123788090654 -0.163349987240157 -0.103974082310687 -0.162629181339114 -0.198177591457745 -0.455602982721741 -0.0513867914225437 0.0775525156669722 -0.0358828029772627 0.604743960356721 0.202809597203484 -0.151794988772886 -0.449975227798751 0.105526179266109 -0.138332941469123 -0.141985025783539 -0.165692385835571 -0.169592145100945 0.979812342132421 0.998198029974749 0.938097744491938 0.897724012392551 1 0.989665760038348 0.993757389607949 0.994066675146345 0.996186714718773 0.915831512306089 -0.12693204275029
"GES" -0.245444963910612 -0.155738542336806 0.034231895211997 -0.278549423289314 -0.31862182798903 -0.157236965827965 -0.0246874206489085 -0.331416050025751 -0.428032667490908 -0.106555524876287 0.0769037473080887 -0.0658204997979378 -0.0353877417161073 -0.248708958240605 -0.309515768526871 -0.302468750472514 0.270969900735672 -0.0887515491530398 0.555228845446316 -0.32662142069056 -0.286290955740243 -0.237093340050672 -0.280616669692039 -0.296004849846417 -0.479053602238715 -0.150370026181227 -0.0567400245058008 -0.159145865780624 0.530211983248141 0.09460739131217 -0.270807798708106 -0.400501665462457 -0.0108702957728083 -0.262446123680619 -0.260716021760378 -0.284765848938076 -0.28545162898407 0.992577384446712 0.986124020978257 0.882994956893929 0.830757068864681 0.989665760038348 1 0.994071237361921 0.999090070572233 0.988216758838086 0.86618781378611 -0.155000275377408
"G10H" -0.221750753853061 -0.093551657910117 -0.0487746134607919 -0.213484930110477 -0.251505175806887 -0.106431401478822 0.0567094658956714 -0.426223599720104 -0.463833466218165 -0.0431805818871969 0.144610953459963 0.0125139291039899 0.0280368295968277 -0.172483091051276 -0.251716870176501 -0.394077287962599 0.236433320335388 -0.144192973466728 0.529359951250455 -0.324987772084789 -0.261657796073813 -0.158871387563941 -0.263673470351097 -0.304605923835324 -0.539873707659312 -0.161302964328089 -0.0200910073032406 -0.138587879217019 0.513253615127166 0.0935587683241318 -0.252792767144969 -0.49299749254723 -0.000432535133209667 -0.238374823282865 -0.242450851484938 -0.266320274802093 -0.271769999695167 0.975458261108868 0.995151287987814 0.89713320481294 0.847412912269049 0.993757389607949 0.994071237361921 1 0.995881307570669 0.98443142985706 0.866260223128506 -0.0881156519265514
"BIS1" -0.216652639981565 -0.117799446698851 0.0351554649635932 -0.243239785271878 -0.282708630098565 -0.121999607525185 0.0151418288497347 -0.353219096994957 -0.44489107010797 -0.0939247142236889 0.0903883754403358 -0.0607210556410127 -0.0377334366843162 -0.250070250354526 -0.307873719955359 -0.327052589380485 0.24208143231508 -0.0782843705391582 0.56977060387421 -0.304982715461057 -0.260129043610765 -0.209162625528626 -0.255938749413347 -0.275721965612471 -0.474993255913279 -0.129202167946538 -0.0251031149962827 -0.132417632829859 0.546870533359365 0.120155461819676 -0.24580748492858 -0.412302355638496 0.013888749621072 -0.235098592683886 -0.236333919558553 -0.259640867584432 -0.261106790906723 0.990567562087077 0.990362997167418 0.898585609185276 0.849279347311146 0.994066675146345 0.999090070572233 0.995881307570669 1 0.991238712422303 0.878377978938732 -0.13137215100308
"BIS2" -0.0952343949283398 -0.0251780534732777 0.110336705420817 -0.150008185796181 -0.195027985032391 -0.0160098440760345 0.0804321612003894 -0.380036141583448 -0.545226030088429 -0.192296414338965 -0.00668205081786064 -0.155600286961202 -0.147021330380865 -0.334152129906876 -0.412514495713757 -0.371090700958468 0.123254435890554 0.029599687630763 0.666452706329094 -0.179287585223393 -0.136991052181124 -0.123044392025185 -0.130479573830086 -0.15007746554098 -0.387710370989224 -0.00169514140870067 0.092724478718684 -0.00642236739417271 0.648614807873313 0.243328594373443 -0.120391866060708 -0.381225276218423 0.142238644636152 -0.112311787320357 -0.110160715603258 -0.13480756076372 -0.135410440085987 0.988652129723906 0.991219552377338 0.940564769110033 0.90206303387792 0.996186714718773 0.988216758838086 0.98443142985706 0.991238712422303 1 0.932378936568323 -0.202559386559108
"BIS3" 0.268096528231943 0.282767330530177 0.295852369308591 0.162775642324011 0.110836534509356 0.316369551530441 0.316531252521136 -0.442009284674067 -0.759133214658155 -0.375886938317464 -0.204113617386608 -0.36177250683901 -0.404697243125447 -0.517318997043235 -0.620203546844522 -0.482106855636883 -0.234154225811519 0.317684066435123 0.870901926973197 0.186704764472441 0.226129115856869 0.145119514850338 0.234983192866796 0.21179516896474 -0.123162553803421 0.35323072051646 0.43445672125058 0.353276070323044 0.870059344935967 0.57489761181921 0.244651193804836 -0.282903829240919 0.489720726197901 0.251329095230019 0.253666960252678 0.23057834549706 0.230998463692282 0.886703444890017 0.906601008556048 0.986434440208542 0.984187331882888 0.915831512306089 0.86618781378611 0.866260223128506 0.878377978938732 0.932378936568323 1 -0.291698386589923
"GATA1" -0.16464749589705 0.21059634467261 -0.544753304621754 0.18363785424673 0.240942414796605 0.0632216048177069 0.412980723382643 -0.255658129050727 0.383336067967253 0.952558901780082 0.926859330130756 0.789989743620517 0.722064566504837 0.631830514983729 0.819296628223394 -0.200706871135007 0.131828965813998 -0.525660637824743 -0.481266275867844 -0.331165108149468 -0.217053718873092 0.090943001738863 -0.268037278973354 -0.371536232260181 -0.440311305106865 -0.39814600518087 -0.114472458363755 -0.253898009677016 -0.46098494421609 -0.327746767902587 -0.26268154192498 -0.422718877350687 -0.345355945102877 -0.197393341053505 -0.281256627402197 -0.253336350035606 -0.277684463463081 -0.241819209742243 -0.117027222298355 -0.140527625956325 -0.141594496974842 -0.12693204275029 -0.155000275377408 -0.0881156519265514 -0.13137215100308 -0.202559386559108 -0.291698386589923 1
